Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange,EntityState
10864,06/29/2021 12:00:00 AM,08/27/2021 12:00:00 AM,Cyberattack,2021-06-18T00:00:00,2021-06-29T00:00:00,"CareATC, Inc.",Phishing,600.0,Health,,Medical Information,2022,500-999,1-99,OK
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Name,2021,"1,000-9,999",1-99,
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Social Security Number,2021,"1,000-9,999",1-99,
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Financial & Banking Information,2021,"1,000-9,999",1-99,
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Full Date of Birth,2021,"1,000-9,999",1-99,
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Medical Information,2021,"1,000-9,999",1-99,
10913,08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,2020-05-19T00:00:00,2020-08-17T00:00:00,Kitsap County Credit Union,,3268.0,Finance,,Other,2021,"1,000-9,999",1-99,
10916,07/07/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Cyberattack,2021-07-07T00:00:00,2021-07-07T00:00:00,Famous Smoke Shop,Ransomware,32950.0,Business,Retail,Name,2022,"10,000-49,999",0,PA
10916,07/07/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Cyberattack,2021-07-07T00:00:00,2021-07-07T00:00:00,Famous Smoke Shop,Ransomware,32950.0,Business,Retail,Full Date of Birth,2022,"10,000-49,999",0,PA
10916,07/07/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Cyberattack,2021-07-07T00:00:00,2021-07-07T00:00:00,Famous Smoke Shop,Ransomware,32950.0,Business,Retail,Email Address and Password/Security Question Answers,2022,"10,000-49,999",0,PA
10916,07/07/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Cyberattack,2021-07-07T00:00:00,2021-07-07T00:00:00,Famous Smoke Shop,Ransomware,32950.0,Business,Retail,Other,2022,"10,000-49,999",0,PA
11011,09/15/2021 12:00:00 AM,09/22/2021 12:00:00 AM,Unauthorized Access,2021-09-13T00:00:00,,"Epik Holdings, Inc.",,2040.0,Business,Web Services,Name,2022,"1,000-9,999",Unknown,WA
11011,09/15/2021 12:00:00 AM,09/22/2021 12:00:00 AM,Unauthorized Access,2021-09-13T00:00:00,,"Epik Holdings, Inc.",,2040.0,Business,Web Services,Financial & Banking Information,2022,"1,000-9,999",Unknown,WA
11011,09/15/2021 12:00:00 AM,09/22/2021 12:00:00 AM,Unauthorized Access,2021-09-13T00:00:00,,"Epik Holdings, Inc.",,2040.0,Business,Web Services,Username and Password/Security Question Answers,2022,"1,000-9,999",Unknown,WA
11011,09/15/2021 12:00:00 AM,09/22/2021 12:00:00 AM,Unauthorized Access,2021-09-13T00:00:00,,"Epik Holdings, Inc.",,2040.0,Business,Web Services,Email Address and Password/Security Question Answers,2022,"1,000-9,999",Unknown,WA
11012,01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,2021-01-24T00:00:00,2021-01-24T00:00:00,Golden Entertainment,Ransomware,3223.0,Business,Entertainment,Name,2022,"1,000-9,999",0,NV
11012,01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,2021-01-24T00:00:00,2021-01-24T00:00:00,Golden Entertainment,Ransomware,3223.0,Business,Entertainment,Social Security Number,2022,"1,000-9,999",0,NV
11012,01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,2021-01-24T00:00:00,2021-01-24T00:00:00,Golden Entertainment,Ransomware,3223.0,Business,Entertainment,Driver's License or Washington ID Card Number,2022,"1,000-9,999",0,NV
11012,01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,2021-01-24T00:00:00,2021-01-24T00:00:00,Golden Entertainment,Ransomware,3223.0,Business,Entertainment,Full Date of Birth,2022,"1,000-9,999",0,NV
11012,01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,2021-01-24T00:00:00,2021-01-24T00:00:00,Golden Entertainment,Ransomware,3223.0,Business,Entertainment,Military ID Number,2022,"1,000-9,999",0,NV
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911.0,Business,Clothing,Name,2022,500-999,Unknown,PA
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911.0,Business,Clothing,Name,2022,500-999,Unknown,PA
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911.0,Business,Clothing,Financial & Banking Information,2022,500-999,Unknown,PA
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911.0,Business,Clothing,Financial & Banking Information,2022,500-999,Unknown,PA
11033,09/14/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Theft or Mistake,2021-09-09T00:00:00,2021-09-09T00:00:00,Zenith American Solutions,,1687.0,Health,,Name,2022,"1,000-9,999",1-99,WA
11033,09/14/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Theft or Mistake,2021-09-09T00:00:00,2021-09-09T00:00:00,Zenith American Solutions,,1687.0,Health,,Social Security Number,2022,"1,000-9,999",1-99,WA
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331.0,Finance,,Name,2022,"1,000-9,999",Unknown,
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331.0,Finance,,Social Security Number,2022,"1,000-9,999",Unknown,
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331.0,Finance,,Financial & Banking Information,2022,"1,000-9,999",Unknown,
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331.0,Finance,,Full Date of Birth,2022,"1,000-9,999",Unknown,
11040,11/20/2020 12:00:00 AM,09/21/2021 12:00:00 AM,Cyberattack,2020-03-11T00:00:00,2020-12-15T00:00:00,"Dick Blick Holdings, Inc.",Malware,690.0,Business,Retail,Name,2022,500-999,200-299,
11040,11/20/2020 12:00:00 AM,09/21/2021 12:00:00 AM,Cyberattack,2020-03-11T00:00:00,2020-12-15T00:00:00,"Dick Blick Holdings, Inc.",Malware,690.0,Business,Retail,Financial & Banking Information,2022,500-999,200-299,
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839.0,Finance,,Name,2022,"1,000-9,999",Unknown,
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839.0,Finance,,Social Security Number,2022,"1,000-9,999",Unknown,
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839.0,Finance,,Driver's License or Washington ID Card Number,2022,"1,000-9,999",Unknown,
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839.0,Finance,,Financial & Banking Information,2022,"1,000-9,999",Unknown,
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839.0,Finance,,Full Date of Birth,2022,"1,000-9,999",Unknown,
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410.0,Business,Retail,Name,2022,"50,000-999,999",400-499,TX
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410.0,Business,Retail,Financial & Banking Information,2022,"50,000-999,999",400-499,TX
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410.0,Business,Retail,Username and Password/Security Question Answers,2022,"50,000-999,999",400-499,TX
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Name,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Name,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Social Security Number,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Social Security Number,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Financial & Banking Information,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Financial & Banking Information,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Health Insurance Policy or ID Number,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Health Insurance Policy or ID Number,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Medical Information,2022,500-999,1-99,
11099,08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2021-07-26T00:00:00,2021-07-28T00:00:00,LPL Financial LLC,,992.0,Finance,,Medical Information,2022,500-999,1-99,
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Name,2022,"50,000-999,999",1-99,CA
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Social Security Number,2022,"50,000-999,999",1-99,CA
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Financial & Banking Information,2022,"50,000-999,999",1-99,CA
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Full Date of Birth,2022,"50,000-999,999",1-99,CA
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Health Insurance Policy or ID Number,2022,"50,000-999,999",1-99,CA
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927.0,Health,,Medical Information,2022,"50,000-999,999",1-99,CA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Name,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Social Security Number,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Driver's License or Washington ID Card Number,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Financial & Banking Information,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Full Date of Birth,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Passport Number,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Health Insurance Policy or ID Number,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Medical Information,2022,"1,000-9,999",1-99,WA
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781.0,Health,,Email Address and Password/Security Question Answers,2022,"1,000-9,999",1-99,WA
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145.0,Business,Other,Name,2022,"1,000-9,999",1-99,WA
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145.0,Business,Other,Social Security Number,2022,"1,000-9,999",1-99,WA
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145.0,Business,Other,Financial & Banking Information,2022,"1,000-9,999",1-99,WA
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572.0,Health,,Name,2022,"1,000-9,999",1-99,
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572.0,Health,,Social Security Number,2022,"1,000-9,999",1-99,
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572.0,Health,,Full Date of Birth,2022,"1,000-9,999",1-99,
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572.0,Health,,Health Insurance Policy or ID Number,2022,"1,000-9,999",1-99,
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572.0,Health,,Medical Information,2022,"1,000-9,999",1-99,
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532.0,Government,,Name,2022,500-999,0,MO
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532.0,Government,,Social Security Number,2022,500-999,0,MO
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532.0,Government,,Financial & Banking Information,2022,500-999,0,MO
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532.0,Government,,Full Date of Birth,2022,500-999,0,MO
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532.0,Government,,Other,2022,500-999,0,MO
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Name,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Social Security Number,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Driver's License or Washington ID Card Number,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Financial & Banking Information,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Full Date of Birth,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Military ID Number,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Passport Number,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Health Insurance Policy or ID Number,2022,500-999,100-199,GA
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685.0,Business,Other,Medical Information,2022,500-999,100-199,GA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Name,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Social Security Number,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Driver's License or Washington ID Card Number,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Financial & Banking Information,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Full Date of Birth,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Passport Number,2022,"1,000-9,999",1-99,MA
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692.0,Business,Hospitality,Username and Password/Security Question Answers,2022,"1,000-9,999",1-99,MA
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625.0,Finance,,Name,2022,"1,000-9,999",1-99,WA
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625.0,Finance,,Social Security Number,2022,"1,000-9,999",1-99,WA
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625.0,Finance,,Financial & Banking Information,2022,"1,000-9,999",1-99,WA
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762.0,Finance,,Name,2022,500-999,0,AZ
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762.0,Finance,,Social Security Number,2022,500-999,0,AZ
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762.0,Finance,,Financial & Banking Information,2022,500-999,0,AZ
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691.0,Business,Manufacturing,Name,2022,500-999,1-99,GA
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691.0,Business,Manufacturing,Financial & Banking Information,2022,500-999,1-99,GA
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691.0,Business,Manufacturing,Email Address and Password/Security Question Answers,2022,500-999,1-99,GA
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Name,2022,"50,000-999,999",Unknown,
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Social Security Number,2022,"50,000-999,999",Unknown,
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Full Date of Birth,2022,"50,000-999,999",Unknown,
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Health Insurance Policy or ID Number,2022,"50,000-999,999",Unknown,
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Medical Information,2022,"50,000-999,999",Unknown,
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569.0,Health,,Other,2022,"50,000-999,999",Unknown,
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Name,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Social Security Number,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Driver's License or Washington ID Card Number,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Financial & Banking Information,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Full Date of Birth,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Passport Number,2022,500-999,0,GA
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693.0,Business,Telecommunications,Health Insurance Policy or ID Number,2022,500-999,0,GA
